id,song_name,artist,genre,album,year,popularity,cover_image,spotify_url,mood,language,region,region_group,youtube_url,source,lyrics,history,song_key,artist_key,feature_text
7355,भजनभावो देहीं नित्यनाम पेठा ।,Traditional / Folk,अभंग,,,,,,,Marathi,सोलापूर (पंढरपूर),Western Maharashtra,,marathi_folk,भजनभावो देहीं नित्यनाम पेठा । नामेचि बैकुंठा गणिका गेली ॥१॥ नाममंत्र आम्हां हरिरामकृष्ण । दिननिशीं प्रश्न मुक्तिमार्ग ॥२॥ नामचि तारक तरले भवसिंधु । हरिनामछंद मंत्रसार ॥३॥ मुक्ताई चिंतन हरिप्रेम पोटीं । नित्य नाम घोटी अमृत सदां ॥४॥,"ही अभंग रचना भजनभाव, नामस्मरण आणि हरिप्रेम यावर आधारित आहे. अभंगात हरिनामाच्या जपाने भवसिंधू पार करणे आणि नित्यनामामुळे आध्यात्मिक प्रगती साधणे सांगितले आहे. मुक्ता ह्या अभंगात भक्तांना हरिप्रेमाच्या माध्यमातून अमृतसार अनुभवण्याचे संदेश देतात.",भजनभव दह नतयनम पठ,traditional folk,"song भजनभावो देहीं नित्यनाम पेठा । artist Traditional / Folk genre अभंग language Marathi region सोलापूर (पंढरपूर) region_group Western Maharashtra lyrics भजनभावो देहीं नित्यनाम पेठा । नामेचि बैकुंठा गणिका गेली ॥१॥ नाममंत्र आम्हां हरिरामकृष्ण । दिननिशीं प्रश्न मुक्तिमार्ग ॥२॥ नामचि तारक तरले भवसिंधु । हरिनामछंद मंत्रसार ॥३॥ मुक्ताई चिंतन हरिप्रेम पोटीं । नित्य नाम घोटी अमृत सदां ॥४॥ history ही अभंग रचना भजनभाव, नामस्मरण आणि हरिप्रेम यावर आधारित आहे. अभंगात हरिनामाच्या जपाने भवसिंधू पार करणे आणि नित्यनामामुळे आध्यात्मिक प्रगती साधणे सांगितले आहे. मुक्ता ह्या अभंगात भक्तांना हरिप्रेमाच्या माध्यमातून अमृतसार अनुभवण्याचे संदेश देतात."
7356,आधीं तूं मुक्तचि होतासिरे प्राणीया ।,Traditional / Folk,अभंग,,,,,,,Marathi,सोलापूर (पंढरपूर),Western Maharashtra,,marathi_folk,आधीं तूं मुक्तचि होतासिरे प्राणीया । परि वासनें पापिणीया नाडिलासी । आधीचे आठवी मग घेई परी । हरिनाम जिव्हारी मंत्रसार ॥१॥ आदि मध्य हरि ऊर्ध्व में वैकुंठ । जाईल वासना हरि होईल प्रगट ॥धृ॥ एकतत्त्व धरी हरिनाम गोड । येर तँ काबाड विषय ओढी॥ नाम में सांडी वासना पापिणी । एक नारायणी चाड धरी ॥२॥ मुक्ताई मुक्तलग सांडिली वासना। मुक्तामुक्ती राणा हरिपाउँ । नामाचेनि पोर्ट जळती पापराशी । न येती गर्भवासीं अरे जाना॥३॥,"ही अभंग रचना आदि-मध्य-ऊर्ध्व हरिनाम, वासना त्याग आणि एकतत्त्व यांवर आधारित आहे. अभंगात मुक्ता सांगतात की, हरिनाम जपल्याने भक्त वासनांपासून मुक्त होतो आणि एकतत्त्व अनुभवतो. हे अभंग भक्तांना माया ओळखणे आणि हरिप्रेमात विलीन होणे शिकवतात.",आध त मकतच हतसर परणय,traditional folk,"song आधीं तूं मुक्तचि होतासिरे प्राणीया । artist Traditional / Folk genre अभंग language Marathi region सोलापूर (पंढरपूर) region_group Western Maharashtra lyrics आधीं तूं मुक्तचि होतासिरे प्राणीया । परि वासनें पापिणीया नाडिलासी । आधीचे आठवी मग घेई परी । हरिनाम जिव्हारी मंत्रसार ॥१॥ आदि मध्य हरि ऊर्ध्व में वैकुंठ । जाईल वासना हरि होईल प्रगट ॥धृ॥ एकतत्त्व धरी हरिनाम गोड । येर तँ काबाड विषय ओढी॥ नाम में सांडी वासना पापिणी । एक नारायणी चाड धरी ॥२॥ मुक्ताई मुक्तलग सांडिली वासना। मुक्तामुक्ती राणा हरिपाउँ । नामाचेनि पोर्ट जळती पापराशी । न येती गर्भवासीं अरे जाना॥३॥ history ही अभंग रचना आदि-मध्य-ऊर्ध्व हरिनाम, वासना त्याग आणि एकतत्त्व यांवर आधारित आहे. अभंगात मुक्ता सांगतात की, हरिनाम जपल्याने भक्त वासनांपासून मुक्त होतो आणि एकतत्त्व अनुभवतो. हे अभंग भक्तांना माया ओळखणे आणि हरिप्रेमात विलीन होणे शिकवतात."
7357,अलिप्त संसारी हरिनामपाठे ।,Traditional / Folk,अभंग,,,,,,,Marathi,सोलापूर (पंढरपूर),Western Maharashtra,,marathi_folk,अलिप्त संसारी हरिनामपाठे । जाईजे वैकुंठे मुक्तलग ॥१॥ हरिविण मुक्त न करि हो सर्वदां । संसारआपदा भाव तोडी ॥२॥ आशेच्या निराशीं अचेतना मारी । चेतविला हरि आप आपरूपें ॥३॥ मुक्ताई जीवन्मुक्तची सर्वदां । अभिनव भेदा भेदिलें ॥४॥,"ही अभंग रचना हरिनाम साधना, वैकुंठ आणि संसारातील आपदा यांवर आधारित आहे. अभंगात मुक्ता सांगतात की, हरिनामाच्या माध्यमातून भक्ताला जीवनात संकटे पार करता येतात आणि जीवन्मुक्ती साधता येते.",अलपत ससर हरनमपठ,traditional folk,"song अलिप्त संसारी हरिनामपाठे । artist Traditional / Folk genre अभंग language Marathi region सोलापूर (पंढरपूर) region_group Western Maharashtra lyrics अलिप्त संसारी हरिनामपाठे । जाईजे वैकुंठे मुक्तलग ॥१॥ हरिविण मुक्त न करि हो सर्वदां । संसारआपदा भाव तोडी ॥२॥ आशेच्या निराशीं अचेतना मारी । चेतविला हरि आप आपरूपें ॥३॥ मुक्ताई जीवन्मुक्तची सर्वदां । अभिनव भेदा भेदिलें ॥४॥ history ही अभंग रचना हरिनाम साधना, वैकुंठ आणि संसारातील आपदा यांवर आधारित आहे. अभंगात मुक्ता सांगतात की, हरिनामाच्या माध्यमातून भक्ताला जीवनात संकटे पार करता येतात आणि जीवन्मुक्ती साधता येते."
7358,अकार उकार मकार निःशुन्य ।,Traditional / Folk,अभंग,,,,,,,Marathi,सोलापूर (पंढरपूर),Western Maharashtra,,marathi_folk,अकार उकार मकार निःशुन्य । साकार परे परता परे पंढरिये ॥१॥ ते रूप सावळे उभे कर कटी । पुंडलिका पाठी विटेवरी ॥२॥ भुवैकुंट क्षेत्र भिवरेचे तीरी । संत भारगजरी टाळघोळ ॥३॥ दिंड्या गरुडटेक पतकांचे भार । कीर्तन गजर वाळवंटी ॥४॥ निवृत्ती ज्ञानदेव सोपान सावता । जगमित्रादी तत्त्वता गाती नाम ॥५॥ मुक्ताई पूर्ण हरिपाठी रंगावली पूर्णपणे ॥६॥,"ही अभंग रचना अक्षर, नामस्मरण, ज्ञानदेवाचे तत्त्वज्ञान, निवृत्ती आणि कीर्तन यांवर आधारित आहे. अभंगात मुक्ता सांगतात की, हरिनाम आणि ज्ञानदर्शनाने भक्त जीवनातील भार हलका करतो आणि आध्यात्मिक स्थिरता मिळवतो.",अकर उकर मकर नशनय,traditional folk,"song अकार उकार मकार निःशुन्य । artist Traditional / Folk genre अभंग language Marathi region सोलापूर (पंढरपूर) region_group Western Maharashtra lyrics अकार उकार मकार निःशुन्य । साकार परे परता परे पंढरिये ॥१॥ ते रूप सावळे उभे कर कटी । पुंडलिका पाठी विटेवरी ॥२॥ भुवैकुंट क्षेत्र भिवरेचे तीरी । संत भारगजरी टाळघोळ ॥३॥ दिंड्या गरुडटेक पतकांचे भार । कीर्तन गजर वाळवंटी ॥४॥ निवृत्ती ज्ञानदेव सोपान सावता । जगमित्रादी तत्त्वता गाती नाम ॥५॥ मुक्ताई पूर्ण हरिपाठी रंगावली पूर्णपणे ॥६॥ history ही अभंग रचना अक्षर, नामस्मरण, ज्ञानदेवाचे तत्त्वज्ञान, निवृत्ती आणि कीर्तन यांवर आधारित आहे. अभंगात मुक्ता सांगतात की, हरिनाम आणि ज्ञानदर्शनाने भक्त जीवनातील भार हलका करतो आणि आध्यात्मिक स्थिरता मिळवतो."
7359,मंगळ पुरुषोत्तम मंगळची ॥१॥,Traditional / Folk,अभंग,,,,,,,Marathi,सोलापूर (पंढरपूर),Western Maharashtra,,marathi_folk,मंगळ पुरुषोत्तम मंगळची ॥१॥ मंगळ ते तीर्थ मंगळ ते क्षेत्र । मंगळ पवित्र नामघोष ॥२॥ मंगळ ते भक्त मंगळ कीर्तनी । मंगळ चक्रपाणी गाती नाम ॥३॥ मंगळ सोहळा वैष्णवाचा हाट । मंगळ ती पेड पुंडलिक ॥४॥ मंगळ नरनारी ओवाळती हरी । मुक्ताई उभीद्वारी मंगळाच्या ॥५॥,"ही अभंग रचना वैष्णव मंगळोत्सव, भक्ती आणि हरिपाठ यांवर आधारित आहे. अभंगात मुक्ता सांगतात की, मंगळोत्सवात भक्त हरिप्रेमात रमून वैकुंठाचा अनुभव घेतो. हे अभंग भक्तांना सामाजिक, आध्यात्मिक व धार्मिक समर्पणाचे मार्गदर्शन करतात.",मगळ परषततम मगळच १,traditional folk,"song मंगळ पुरुषोत्तम मंगळची ॥१॥ artist Traditional / Folk genre अभंग language Marathi region सोलापूर (पंढरपूर) region_group Western Maharashtra lyrics मंगळ पुरुषोत्तम मंगळची ॥१॥ मंगळ ते तीर्थ मंगळ ते क्षेत्र । मंगळ पवित्र नामघोष ॥२॥ मंगळ ते भक्त मंगळ कीर्तनी । मंगळ चक्रपाणी गाती नाम ॥३॥ मंगळ सोहळा वैष्णवाचा हाट । मंगळ ती पेड पुंडलिक ॥४॥ मंगळ नरनारी ओवाळती हरी । मुक्ताई उभीद्वारी मंगळाच्या ॥५॥ history ही अभंग रचना वैष्णव मंगळोत्सव, भक्ती आणि हरिपाठ यांवर आधारित आहे. अभंगात मुक्ता सांगतात की, मंगळोत्सवात भक्त हरिप्रेमात रमून वैकुंठाचा अनुभव घेतो. हे अभंग भक्तांना सामाजिक, आध्यात्मिक व धार्मिक समर्पणाचे मार्गदर्शन करतात."
7360,नादा बिंदा भेटी जे वेळी पैजाली ।,Traditional / Folk,अभंग,,,,,,,Marathi,सोलापूर (पंढरपूर),Western Maharashtra,,marathi_folk,नादा बिंदा भेटी जे वेळी पैजाली । ऐशी ऐकी बोली बोलतो जीव ॥१॥ उगेची मोहन धरूनी प्रपंची । त्याशी पै यमाची नगरी आहे ॥२॥ जिवजंतू जडत्वासी उपदेशी । त्यासी गर्भवासी घाली देव ॥३॥ मुक्ताई श्रीहरी उपदेशी निवृत्ती । संसार पुढती नाही आम्हा ॥४॥,"ही अभंग रचना हरिनाम, नादबिंद आणि उपदेश यांवर आधारित आहे. अभंगात मुक्ता सांगतात की, जीवनातील जडत्व आणि संसाराच्या मोहातून मुक्त होण्यासाठी हरिप्रेम आणि उपदेश मार्गदर्शक ठरतो. हे अभंग भक्तांना निवृत्ती आणि आध्यात्मिक स्थिरता शिकवतात.",नद बद भट ज वळ पजल,traditional folk,"song नादा बिंदा भेटी जे वेळी पैजाली । artist Traditional / Folk genre अभंग language Marathi region सोलापूर (पंढरपूर) region_group Western Maharashtra lyrics नादा बिंदा भेटी जे वेळी पैजाली । ऐशी ऐकी बोली बोलतो जीव ॥१॥ उगेची मोहन धरूनी प्रपंची । त्याशी पै यमाची नगरी आहे ॥२॥ जिवजंतू जडत्वासी उपदेशी । त्यासी गर्भवासी घाली देव ॥३॥ मुक्ताई श्रीहरी उपदेशी निवृत्ती । संसार पुढती नाही आम्हा ॥४॥ history ही अभंग रचना हरिनाम, नादबिंद आणि उपदेश यांवर आधारित आहे. अभंगात मुक्ता सांगतात की, जीवनातील जडत्व आणि संसाराच्या मोहातून मुक्त होण्यासाठी हरिप्रेम आणि उपदेश मार्गदर्शक ठरतो. हे अभंग भक्तांना निवृत्ती आणि आध्यात्मिक स्थिरता शिकवतात."
7361,जयालागी योगी शीणती साधनी ।,Traditional / Folk,अभंग,,,,,,,Marathi,सोलापूर (पंढरपूर),Western Maharashtra,,marathi_folk,जयालागी योगी शीणती साधनी । तो हा चक्रपाणी पंढरिये ॥१॥ युगे अठ्ठाविस उभा विटेवरी । कर कटा घरी ठेवोनिया ॥२॥ दक्षिण वाणी भिमा प्राणिया । उद्धार स्नाने नारी नर मुक्त होती ॥३॥ संत मुकुटमणी डलिकराव । दाने दाब चैकुंठाचा ॥४॥ निवृत्ती ज्ञानदेव सोपान चांगवा । मुक्ताई तथा ओवाळती ॥५॥,"ही अभंग रचना योगी साधना, विठोबा आणि विटेवरी स्थापन यांवर आधारित आहे. अभंगात संत मुक्ता सांगतात की, नियमित भक्ती, ज्ञानसाधना आणि सेवाभावातून नर-नारी दोघांची उद्धार साधता येतो. हे अभंग भक्तांना साधना, ज्ञान आणि मुक्तीचा मार्ग दाखवतात.",जयलग यग शणत सधन,traditional folk,"song जयालागी योगी शीणती साधनी । artist Traditional / Folk genre अभंग language Marathi region सोलापूर (पंढरपूर) region_group Western Maharashtra lyrics जयालागी योगी शीणती साधनी । तो हा चक्रपाणी पंढरिये ॥१॥ युगे अठ्ठाविस उभा विटेवरी । कर कटा घरी ठेवोनिया ॥२॥ दक्षिण वाणी भिमा प्राणिया । उद्धार स्नाने नारी नर मुक्त होती ॥३॥ संत मुकुटमणी डलिकराव । दाने दाब चैकुंठाचा ॥४॥ निवृत्ती ज्ञानदेव सोपान चांगवा । मुक्ताई तथा ओवाळती ॥५॥ history ही अभंग रचना योगी साधना, विठोबा आणि विटेवरी स्थापन यांवर आधारित आहे. अभंगात संत मुक्ता सांगतात की, नियमित भक्ती, ज्ञानसाधना आणि सेवाभावातून नर-नारी दोघांची उद्धार साधता येतो. हे अभंग भक्तांना साधना, ज्ञान आणि मुक्तीचा मार्ग दाखवतात."
7362,अनंती अनंत श्रुतीचा इत्यर्थ।,Traditional / Folk,अभंग,,,,,,,Marathi,सोलापूर (पंढरपूर),Western Maharashtra,,marathi_folk,अनंती अनंत श्रुतीचा इत्यर्थ। ते रूप समर्थ पंढरिय ॥१॥ पुंडलिके गोविला मुलोनिया ठेला । न वैसे बहिला अद्यापिजो ॥२॥ नाना बागडियाचे कीर्तन साबडे । तेची तया आकडे प्रेमभरी ॥३॥ मुक्ताई अवघा झाला परमानंद । सुखाचा उद्बोद सुखरूप ॥४॥,"ही अभंग रचना अनंती अनंत श्रुति, कीर्तन आणि प्रेमभरी अनुभूती यांवर आधारित आहे. मुक्ता ह्या अभंगात भक्तांना विठोबाचे प्रेम आणि परमानंदाचा अनुभव घेण्याचे संदेश देतात.",अनत अनत शरतच इतयरथ,traditional folk,"song अनंती अनंत श्रुतीचा इत्यर्थ। artist Traditional / Folk genre अभंग language Marathi region सोलापूर (पंढरपूर) region_group Western Maharashtra lyrics अनंती अनंत श्रुतीचा इत्यर्थ। ते रूप समर्थ पंढरिय ॥१॥ पुंडलिके गोविला मुलोनिया ठेला । न वैसे बहिला अद्यापिजो ॥२॥ नाना बागडियाचे कीर्तन साबडे । तेची तया आकडे प्रेमभरी ॥३॥ मुक्ताई अवघा झाला परमानंद । सुखाचा उद्बोद सुखरूप ॥४॥ history ही अभंग रचना अनंती अनंत श्रुति, कीर्तन आणि प्रेमभरी अनुभूती यांवर आधारित आहे. मुक्ता ह्या अभंगात भक्तांना विठोबाचे प्रेम आणि परमानंदाचा अनुभव घेण्याचे संदेश देतात."
7363,प्रकृति निर्गुण प्रकृति सगुण ।,Traditional / Folk,अभंग,,,,,,,Marathi,सोलापूर (पंढरपूर),Western Maharashtra,,marathi_folk,प्रकृति निर्गुण प्रकृति सगुण । दीपें दीप पूर्ण एका तत्त्वें ॥१॥ देखिलेंगे माये पंढरिपाटणीं । पुंडलिका आंगणीं विठ्ठलराज ॥२॥ विज्ञानेंसी तेज सज्ञानेंसी निज । निर्गुणेंसी चोज केलें सर्वे ॥३॥ मुक्ताई तारक सम्यक विठ्ठल । निवृत्तीने चोखाळ दाखविले ॥४॥,"ही अभंग रचना प्रकृति, निर्गुण-सगुण, तत्त्वज्ञान आणि निवृत्ती यांवर आधारित आहे. अभंगात मुक्ता भक्तांना सांगतात की, हरिप्रेमातून माया ओळखून, ज्ञान आणि विवेकाने जीवन सुसंस्कृत करणे आवश्यक आहे.",परकत नरगण परकत सगण,traditional folk,"song प्रकृति निर्गुण प्रकृति सगुण । artist Traditional / Folk genre अभंग language Marathi region सोलापूर (पंढरपूर) region_group Western Maharashtra lyrics प्रकृति निर्गुण प्रकृति सगुण । दीपें दीप पूर्ण एका तत्त्वें ॥१॥ देखिलेंगे माये पंढरिपाटणीं । पुंडलिका आंगणीं विठ्ठलराज ॥२॥ विज्ञानेंसी तेज सज्ञानेंसी निज । निर्गुणेंसी चोज केलें सर्वे ॥३॥ मुक्ताई तारक सम्यक विठ्ठल । निवृत्तीने चोखाळ दाखविले ॥४॥ history ही अभंग रचना प्रकृति, निर्गुण-सगुण, तत्त्वज्ञान आणि निवृत्ती यांवर आधारित आहे. अभंगात मुक्ता भक्तांना सांगतात की, हरिप्रेमातून माया ओळखून, ज्ञान आणि विवेकाने जीवन सुसंस्कृत करणे आवश्यक आहे."
7364,शून्यापरतें पाही तंव शून्य तेंही नाहीं ।,Traditional / Folk,अभंग,,,,,,,Marathi,सोलापूर (पंढरपूर),Western Maharashtra,,marathi_folk,शून्यापरतें पाही तंव शून्य तेंही नाहीं । पाहाते पाहोनि ठायीं ठेवियलें ॥१॥ कैसागे माये हा तारकु दिवटा। पंढरी वैकुंठा प्रगटला ॥२॥ न कळे याची गती आदि मध्य अंतीं । जेथें श्रुति नेति नेति प्रगटल्या ॥३॥ मुक्ताई सप्रेम विठ्ठल संभ्रम । शून्याहि शून्य समशेजवाजे ॥४॥,"ही अभंग रचना शून्य, तत्त्वज्ञान, हरिप्रेम आणि वैकुंठ प्रगट यांवर आधारित आहे. अभंगात मुक्ता सांगतात की, भक्ताला हरिनाम जपून शून्य आणि अनंताचा अनुभव घेता येतो आणि भ्रममुक्त होऊन वैकुंठाचा अनुभव मिळतो.",शनयपरत पह तव शनय तह नह,traditional folk,"song शून्यापरतें पाही तंव शून्य तेंही नाहीं । artist Traditional / Folk genre अभंग language Marathi region सोलापूर (पंढरपूर) region_group Western Maharashtra lyrics शून्यापरतें पाही तंव शून्य तेंही नाहीं । पाहाते पाहोनि ठायीं ठेवियलें ॥१॥ कैसागे माये हा तारकु दिवटा। पंढरी वैकुंठा प्रगटला ॥२॥ न कळे याची गती आदि मध्य अंतीं । जेथें श्रुति नेति नेति प्रगटल्या ॥३॥ मुक्ताई सप्रेम विठ्ठल संभ्रम । शून्याहि शून्य समशेजवाजे ॥४॥ history ही अभंग रचना शून्य, तत्त्वज्ञान, हरिप्रेम आणि वैकुंठ प्रगट यांवर आधारित आहे. अभंगात मुक्ता सांगतात की, भक्ताला हरिनाम जपून शून्य आणि अनंताचा अनुभव घेता येतो आणि भ्रममुक्त होऊन वैकुंठाचा अनुभव मिळतो."
7365,मुक्तजीव सदा होति पै नामपाठें ।,Traditional / Folk,अभंग,,,,,,,Marathi,सोलापूर (पंढरपूर),Western Maharashtra,,marathi_folk,मुक्तजीव सदा होति पै नामपाठें । तेंचि रूप ईटे देखिलें आम्हीं ॥१॥ पुंडलिकें विठ्ठल आणिला पंढरी । आणूनि लवकरी तारी जन ॥२॥ ऐसें पुण्य केलें एका पुंडलिकेंची । निरसिली जनाची भ्रमभुली ॥३॥ मुक्ताई चिंतनें मुक्त में जाली । चरणीं समरसली हरिपाठ ॥४॥,"ही अभंग रचना हरिनाम, विठोबा, पुंडलिक आणि भक्तीधर्म यांवर आधारित आहे. मुक्ता ह्या अभंगात सांगतात की, विठ्ठलाची सेवा, नित्यनाम आणि चिंतनाने भक्त मुक्त होतो आणि चित्त हरिपाठामध्ये समरसतेने रमते.",मकतजव सद हत प नमपठ,traditional folk,"song मुक्तजीव सदा होति पै नामपाठें । artist Traditional / Folk genre अभंग language Marathi region सोलापूर (पंढरपूर) region_group Western Maharashtra lyrics मुक्तजीव सदा होति पै नामपाठें । तेंचि रूप ईटे देखिलें आम्हीं ॥१॥ पुंडलिकें विठ्ठल आणिला पंढरी । आणूनि लवकरी तारी जन ॥२॥ ऐसें पुण्य केलें एका पुंडलिकेंची । निरसिली जनाची भ्रमभुली ॥३॥ मुक्ताई चिंतनें मुक्त में जाली । चरणीं समरसली हरिपाठ ॥४॥ history ही अभंग रचना हरिनाम, विठोबा, पुंडलिक आणि भक्तीधर्म यांवर आधारित आहे. मुक्ता ह्या अभंगात सांगतात की, विठ्ठलाची सेवा, नित्यनाम आणि चिंतनाने भक्त मुक्त होतो आणि चित्त हरिपाठामध्ये समरसतेने रमते."
7366,निळिये सारणी वाहे मोतियाचे पाणी,Traditional / Folk,अभंग,,,,,,,Marathi,अहमदनगर,Other Maharashtra,,marathi_folk,निळिये मंडळी निळवर्ण सांवळी । तेथें वेधलिसे बाळी ध्यान रुपा ॥ वेधु वेधला निळा पाहे घननिळा । विरहणी केवळा रंग रसने ॥ नीळवर्ण अंध निळवर्ण स्वयंभ । वेधे वेधु न लभे वैकुंठीचा ॥ ज्ञानदेव निळी हृदयीं सांवळी । प्रेमरसे कल्लोळी बुडी देत ॥,"ज्ञानेश्वरांच्या रसाळ पदांपैकी एक. यात कृष्ण-विठ्ठलाच्या सांवळ्या रूपाचे व दिव्य स्वरूपाचे वर्णन आहे. यात चिंतामणी, कल्पतरु इत्यादी प्रतीकांनी विठोबाची महती सांगितली आहे.",नळय सरण वह मतयच पण,traditional folk,"song निळिये सारणी वाहे मोतियाचे पाणी artist Traditional / Folk genre अभंग language Marathi region अहमदनगर region_group Other Maharashtra lyrics निळिये मंडळी निळवर्ण सांवळी । तेथें वेधलिसे बाळी ध्यान रुपा ॥ वेधु वेधला निळा पाहे घननिळा । विरहणी केवळा रंग रसने ॥ नीळवर्ण अंध निळवर्ण स्वयंभ । वेधे वेधु न लभे वैकुंठीचा ॥ ज्ञानदेव निळी हृदयीं सांवळी । प्रेमरसे कल्लोळी बुडी देत ॥ history ज्ञानेश्वरांच्या रसाळ पदांपैकी एक. यात कृष्ण-विठ्ठलाच्या सांवळ्या रूपाचे व दिव्य स्वरूपाचे वर्णन आहे. यात चिंतामणी, कल्पतरु इत्यादी प्रतीकांनी विठोबाची महती सांगितली आहे."
7367,केला मच्चें ऐकिला मछगर्मी ॥१॥,Traditional / Folk,अभंग,,,,,,,Marathi,सोलापूर (पंढरपूर),Western Maharashtra,,marathi_folk,केला मच्चें ऐकिला मछगर्मी ॥१॥ शिवहृदयीचा मंत्र पे आगाध । जालासे प्रसिद्ध भक्तियोगे ||२|| त्याने त्या गोरक्षा केले कृपादान । तेथोनि प्रमट जाण गहेनीप्रती ॥३॥ गहेनीने दया केली निवृत्तिनाथा । बाळपण असता योगरूप ॥४॥ तेथोनी ज्ञानेश पावले प्रसाद । जाले ते प्रसिद्ध सिद्धासनी ||५|| सच्चिदानंदबाबा भक्तीचा आगर । त् यासी अभयवर ज्ञाने केला ||६|| पुढे विश्वंभर शिवरूप सुंदर । तेणे राघवी विचार ठेविलासे ||७|| केशव चैतन्य बाबाजी चैतन्य । जालेसे प्रसन्न तुकोबासी ||८|| येकनिष्ठ भाव तुकोबाचे चरणी । म्हणोनी बहेणि लाधलीसे ।।९।।,"या अभंगात मुक्ता माईंच्या भक्तीयोग आणि शिवहृदयातील मंत्रांची गूढ अनुभूती सांगितली आहे. मुक्ता यांचे भक्तिपथ प्रखर होते आणि त्यांनी ज्ञानेश्वर, केशव चैतन्य, तुकोबा यांसारख्या संतांच्या शिकवणुकीने आध्यात्मिक उन्नती साधली.",कल मचच ऐकल मछगरम १,traditional folk,"song केला मच्चें ऐकिला मछगर्मी ॥१॥ artist Traditional / Folk genre अभंग language Marathi region सोलापूर (पंढरपूर) region_group Western Maharashtra lyrics केला मच्चें ऐकिला मछगर्मी ॥१॥ शिवहृदयीचा मंत्र पे आगाध । जालासे प्रसिद्ध भक्तियोगे ||२|| त्याने त्या गोरक्षा केले कृपादान । तेथोनि प्रमट जाण गहेनीप्रती ॥३॥ गहेनीने दया केली निवृत्तिनाथा । बाळपण असता योगरूप ॥४॥ तेथोनी ज्ञानेश पावले प्रसाद । जाले ते प्रसिद्ध सिद्धासनी ||५|| सच्चिदानंदबाबा भक्तीचा आगर । त् यासी अभयवर ज्ञाने केला ||६|| पुढे विश्वंभर शिवरूप सुंदर । तेणे राघवी विचार ठेविलासे ||७|| केशव चैतन्य बाबाजी चैतन्य । जालेसे प्रसन्न तुकोबासी ||८|| येकनिष्ठ भाव तुकोबाचे चरणी । म्हणोनी बहेणि लाधलीसे ।।९।। history या अभंगात मुक्ता माईंच्या भक्तीयोग आणि शिवहृदयातील मंत्रांची गूढ अनुभूती सांगितली आहे. मुक्ता यांचे भक्तिपथ प्रखर होते आणि त्यांनी ज्ञानेश्वर, केशव चैतन्य, तुकोबा यांसारख्या संतांच्या शिकवणुकीने आध्यात्मिक उन्नती साधली."
7368,देवगाव माझे माहेर साजनी,Traditional / Folk,अभंग,,,,,,,Marathi,देवगाव – कोल्हापूर,Western Maharashtra,,marathi_folk,देवगाव माझे माहेर साजनी वेरुळ तेथोनी पूर्व भागी ।।१।। देवांचा समूह सर्व जये ठाई मिळालासे पाही देवगावी ||२|| हिमालयाहुनी चालिला अगस्ती चातुर्मास्य वस्ती केली जेथे ||३|| तेथुनी पश्चिमे शिवनद वाहात । तीर्थ हे अद्भुत तीर्थामाजी ॥४॥ लक्ष तीर्थ जेथे येऊनी सर्वदा । लाक्षायणी सदा वास तेथे ।।५।। ते स्थळ पवित्र देखोनी अगस्ती अनुष्ठाना येती दिनोदई ।।६।। वरद दिधला ऋषी अगस्तीने लक्ष तीर्थे जाण लाक्षाग्रामा ।।७।। स्नान दान करी जप अनुष्ठान सिद्धी तेथे जाण होय नरा ॥८॥ अगस्ती राहोनी देवगावी जाण । शिवनदीस्नान करी सदा ||१|| बहेणि म्हणे ऐसे स्थळ देवग्राम तेथे माझा जन्म जाला असे ।।१०।।,"ही अभंग देवगाव येथे मुक्ता माईंच्या जन्मभूमीवर आधारित आहे. अभंगात त्यांच्या बालपणातील योग साधना, विठोबा विटेवरी उभे राहण्याची परंपरा आणि संत मुकुटमणींचा आदर यांचा उल्लेख आहे.",दवगव मझ महर सजन,traditional folk,"song देवगाव माझे माहेर साजनी artist Traditional / Folk genre अभंग language Marathi region देवगाव – कोल्हापूर region_group Western Maharashtra lyrics देवगाव माझे माहेर साजनी वेरुळ तेथोनी पूर्व भागी ।।१।। देवांचा समूह सर्व जये ठाई मिळालासे पाही देवगावी ||२|| हिमालयाहुनी चालिला अगस्ती चातुर्मास्य वस्ती केली जेथे ||३|| तेथुनी पश्चिमे शिवनद वाहात । तीर्थ हे अद्भुत तीर्थामाजी ॥४॥ लक्ष तीर्थ जेथे येऊनी सर्वदा । लाक्षायणी सदा वास तेथे ।।५।। ते स्थळ पवित्र देखोनी अगस्ती अनुष्ठाना येती दिनोदई ।।६।। वरद दिधला ऋषी अगस्तीने लक्ष तीर्थे जाण लाक्षाग्रामा ।।७।। स्नान दान करी जप अनुष्ठान सिद्धी तेथे जाण होय नरा ॥८॥ अगस्ती राहोनी देवगावी जाण । शिवनदीस्नान करी सदा ||१|| बहेणि म्हणे ऐसे स्थळ देवग्राम तेथे माझा जन्म जाला असे ।।१०।। history ही अभंग देवगाव येथे मुक्ता माईंच्या जन्मभूमीवर आधारित आहे. अभंगात त्यांच्या बालपणातील योग साधना, विठोबा विटेवरी उभे राहण्याची परंपरा आणि संत मुकुटमणींचा आदर यांचा उल्लेख आहे."
