id,song_name,artist,genre,album,year,popularity,cover_image,spotify_url,mood,language,region,region_group,youtube_url,source,lyrics,history,song_key,artist_key,feature_text
1,Sahiba,"Jasleen Royal, Stebin Ben, Vijay Deverakonda, Radhikka Madan, Priya Saraiya, Aditya Sharma",bollywood,Sahiba,2024.0,78.0,https://i.scdn.co/image/ab67616d0000b273b5e7944443cec785db91184b,https://open.spotify.com/track/4ulroyDK6rN73nVkCkWhur,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,sahiba,jasleen royal stebin ben vijay deverakonda radhikka madan priya saraiya aditya sharma,"song Sahiba artist Jasleen Royal, Stebin Ben, Vijay Deverakonda, Radhikka Madan, Priya Saraiya, Aditya Sharma genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
2,Sanam Teri Kasam,"Ankit Tiwari, Palak Muchhal, Sameer Anjaan",bollywood,Sanam Teri Kasam (Original Motion Picture Soundtrack),2016.0,74.0,https://i.scdn.co/image/ab67616d0000b273f000fdbe92e9a1058034fd33,https://open.spotify.com/track/1PDREqVNvmphIoNac3Vz8c,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,sanam teri kasam,ankit tiwari palak muchhal sameer anjaan,"song Sanam Teri Kasam artist Ankit Tiwari, Palak Muchhal, Sameer Anjaan genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
3,"Sajni (From ""Laapataa Ladies"")","Ram Sampath, Arijit Singh, Prashant Pandey",bollywood,"Sajni (From ""Laapataa Ladies"")",2024.0,75.0,https://i.scdn.co/image/ab67616d0000b273d5f4378b1ffc9119fdc7306d,https://open.spotify.com/track/5zCnGtCl5Ac5zlFHXaZmhy,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,sajni from laapataa ladies,ram sampath arijit singh prashant pandey,"song Sajni (From ""Laapataa Ladies"") artist Ram Sampath, Arijit Singh, Prashant Pandey genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
4,"Aaj Ki Raat (From ""Stree 2"")","Sachin-Jigar, Madhubanti Bagchi, Divya Kumar, Amitabh Bhattacharya",bollywood,"Aaj Ki Raat (From ""Stree 2"")",2024.0,73.0,https://i.scdn.co/image/ab67616d0000b2735e16168f7e8ff4fb8aace6cf,https://open.spotify.com/track/5AnWrUzsrFgBvhn6dUElnr,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,aaj ki raat from stree 2,sachinjigar madhubanti bagchi divya kumar amitabh bhattacharya,"song Aaj Ki Raat (From ""Stree 2"") artist Sachin-Jigar, Madhubanti Bagchi, Divya Kumar, Amitabh Bhattacharya genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
5,Millionaire,Yo Yo Honey Singh,bollywood,Glory,2024.0,74.0,https://i.scdn.co/image/ab67616d0000b273aad3f4b601ae8763b3fc4e88,https://open.spotify.com/track/78BWCd70D1X6LMkDZm1UoF,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,millionaire,yo yo honey singh,song Millionaire artist Yo Yo Honey Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history 
6,Tera Chehra,"Arijit Singh, Sameer Anjaan",bollywood,Sanam Teri Kasam (Original Motion Picture Soundtrack),2016.0,73.0,https://i.scdn.co/image/ab67616d0000b273f000fdbe92e9a1058034fd33,https://open.spotify.com/track/3trnNo4KeaUlFuUiV7iRCj,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,tera chehra,arijit singh sameer anjaan,"song Tera Chehra artist Arijit Singh, Sameer Anjaan genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
7,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh, Mithoon",bollywood,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",2019.0,74.0,https://i.scdn.co/image/ab67616d0000b273ba03ff79dad25f7c3542382f,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,tujhe kitna chahne lage from kabir singh,arijit singh mithoon,"song Tujhe Kitna Chahne Lage (From ""Kabir Singh"") artist Arijit Singh, Mithoon genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
8,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel",bollywood,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",2024.0,73.0,https://i.scdn.co/image/ab67616d0000b273b608e9bcf3845d082d1d559e,https://open.spotify.com/track/2ceeTJAzKy295Fm0VsaXtE,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,tum se from teri baaton mein aisa uljha jiya,sachinjigar raghav chaitanya varun jain indraneel,"song Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"") artist Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
9,"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima",bollywood,"Satranga (From ""ANIMAL"")",2023.0,73.0,https://i.scdn.co/image/ab67616d0000b273021d7017f73387b008eab271,https://open.spotify.com/track/3yHyiUDJdz02FZ6jfUbsmY,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,satranga from animal,arijit singh shreyas puranik siddharth garima,"song Satranga (From ""ANIMAL"") artist Arijit Singh, Shreyas Puranik, Siddharth - Garima genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
10,Tum Se Hi,"Pritam, Mohit Chauhan, Irshad Kamil",bollywood,Jab We Met,2007.0,73.0,https://i.scdn.co/image/ab67616d0000b27352fe6875028c892308ffc2f7,https://open.spotify.com/track/7eQl3Yqv35ioqUfveKHitE,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,tum se hi,pritam mohit chauhan irshad kamil,"song Tum Se Hi artist Pritam, Mohit Chauhan, Irshad Kamil genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
11,Bewajah,"Himesh Reshammiya, Sameer Anjaan",bollywood,Sanam Teri Kasam (Original Motion Picture Soundtrack),2016.0,72.0,https://i.scdn.co/image/ab67616d0000b273f000fdbe92e9a1058034fd33,https://open.spotify.com/track/5GJ3WaxTSlxDY3csctX20H,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,bewajah,himesh reshammiya sameer anjaan,"song Bewajah artist Himesh Reshammiya, Sameer Anjaan genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
12,Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",bollywood,ANIMAL,2023.0,73.0,https://i.scdn.co/image/ab67616d0000b2735f3ede47954a93aa03efe5f9,https://open.spotify.com/track/7yDHHVKLbvDmVw1XXhDDIO,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,pehle bhi main,vishal mishra raj shekhar,"song Pehle Bhi Main artist Vishal Mishra, Raj Shekhar genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
13,Sang Rahiyo (feat. Ujjwal Kashyap),"Jasleen Royal, Ujjwal Kashyap",bollywood,Sang Rahiyo (feat. Ujjwal Kashyap),2020.0,72.0,https://i.scdn.co/image/ab67616d0000b2733e4ba46c9324ef423f347c35,https://open.spotify.com/track/45PA9lW7U5LYnlpGrdTyHY,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,sang rahiyo feat ujjwal kashyap,jasleen royal ujjwal kashyap,"song Sang Rahiyo (feat. Ujjwal Kashyap) artist Jasleen Royal, Ujjwal Kashyap genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
14,"Chuttamalle (From ""Devara Part 1"")","Shilpa Rao, Anirudh Ravichander, Ramajogayya Sastry",bollywood,"Chuttamalle (From ""Devara Part 1"")",2024.0,72.0,https://i.scdn.co/image/ab67616d0000b2736d97b3dc154dfdbe2321fb5c,https://open.spotify.com/track/1bxzr3JK05fMTcweGAZUHp,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,chuttamalle from devara part 1,shilpa rao anirudh ravichander ramajogayya sastry,"song Chuttamalle (From ""Devara Part 1"") artist Shilpa Rao, Anirudh Ravichander, Ramajogayya Sastry genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
15,Payal,"Yo Yo Honey Singh, Paradox",bollywood,Glory,2024.0,72.0,https://i.scdn.co/image/ab67616d0000b273aad3f4b601ae8763b3fc4e88,https://open.spotify.com/track/76ZWOhRRQzmb4xMoZzTjJ9,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,payal,yo yo honey singh paradox,"song Payal artist Yo Yo Honey Singh, Paradox genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
16,Ye Tune Kya Kiya,"Pritam, Javed Bashir",bollywood,Once Upon Ay Time In Mumbai Dobaara !,2013.0,72.0,https://i.scdn.co/image/ab67616d0000b273fe77bd21eb38ff74b5f21524,https://open.spotify.com/track/2cPUB8EOT6AfJ8oxhyoNXL,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,ye tune kya kiya,pritam javed bashir,"song Ye Tune Kya Kiya artist Pritam, Javed Bashir genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
17,"Tainu Khabar Nahi - From ""Munjya""","Sachin-Jigar, Arijit Singh",bollywood,"Tainu Khabar Nahi (From ""Munjya"")",2024.0,71.0,https://i.scdn.co/image/ab67616d0000b27367a876fee5cd00ed0f395a9e,https://open.spotify.com/track/5npFBWhVs3VVlc0nY5xQMA,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,tainu khabar nahi from munjya,sachinjigar arijit singh,"song Tainu Khabar Nahi - From ""Munjya"" artist Sachin-Jigar, Arijit Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
18,Tum Hi Ho,"Mithoon, Arijit Singh",bollywood,Aashiqui 2,2013.0,72.0,https://i.scdn.co/image/ab67616d0000b2736404721c1943d5069f0805f3,https://open.spotify.com/track/56zZ48jdyY2oDXHVnwg5Di,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,tum hi ho,mithoon arijit singh,"song Tum Hi Ho artist Mithoon, Arijit Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
19,O Saathi,"Atif Aslam, Arko",bollywood,"O Saathi (From ""Baaghi 2"")",2018.0,72.0,https://i.scdn.co/image/ab67616d0000b2733b7ae221866b5e81daf4483f,https://open.spotify.com/track/6fScgF2Y63ScU73nYju0ny,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,o saathi,atif aslam arko,"song O Saathi artist Atif Aslam, Arko genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
20,Heeriye (feat. Arijit Singh),"Jasleen Royal, Arijit Singh, Dulquer Salmaan",bollywood,Heeriye (feat. Arijit Singh),2023.0,71.0,https://i.scdn.co/image/ab67616d0000b2734a60872ae145776164540a7f,https://open.spotify.com/track/5PUXKVVVQ74C3gl5vKy9Li,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,heeriye feat arijit singh,jasleen royal arijit singh dulquer salmaan,"song Heeriye (feat. Arijit Singh) artist Jasleen Royal, Arijit Singh, Dulquer Salmaan genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
21,"Humdard (From ""Ek Villain"")",Arijit Singh,bollywood,Ultimate Love Songs - Arijit Singh,2020.0,71.0,https://i.scdn.co/image/ab67616d0000b2731aa5adad8593923dcdf1a7d0,https://open.spotify.com/track/2PvaburAUlhNHxVhw5lvOq,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,humdard from ek villain,arijit singh,"song Humdard (From ""Ek Villain"") artist Arijit Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
22,Jeena Jeena,"Sachin-Jigar, Atif Aslam",bollywood,Badlapur (Original Motion Picture Soundtrack),2014.0,71.0,https://i.scdn.co/image/ab67616d0000b2734c74beed966d2f38aa298c57,https://open.spotify.com/track/2GXXZFUxYg2LvG8SR0byOE,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,jeena jeena,sachinjigar atif aslam,"song Jeena Jeena artist Sachin-Jigar, Atif Aslam genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
23,"Khoobsurat (From ""Stree 2"")","Sachin-Jigar, Vishal Mishra, Amitabh Bhattacharya",bollywood,"Khoobsurat (From ""Stree 2"")",2024.0,70.0,https://i.scdn.co/image/ab67616d0000b273dd5eaafc5f4075139d7f34b4,https://open.spotify.com/track/1o8YPl0hyGbpRcHplXNvsm,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,khoobsurat from stree 2,sachinjigar vishal mishra amitabh bhattacharya,"song Khoobsurat (From ""Stree 2"") artist Sachin-Jigar, Vishal Mishra, Amitabh Bhattacharya genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
24,Ajab Si,"Vishal-Shekhar, KK",bollywood,Om Shanti Om,2007.0,71.0,https://i.scdn.co/image/ab67616d0000b273675b3f7dea80153c73581e5e,https://open.spotify.com/track/5FXMRdJjKq1BIX4e8Eg9mK,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,ajab si,vishalshekhar kk,"song Ajab Si artist Vishal-Shekhar, KK genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
25,"Kasturi (From ""Amar Prem Ki Prem Kahani"")","Arijit Singh, Prasad S, Kunaal Vermaa",bollywood,"Kasturi (From ""Amar Prem Ki Prem Kahani"")",2024.0,70.0,https://i.scdn.co/image/ab67616d0000b2730097e55317238f0a7dce13f6,https://open.spotify.com/track/2E5kZ1qnB7V9bcwBEKvZv8,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,kasturi from amar prem ki prem kahani,arijit singh prasad s kunaal vermaa,"song Kasturi (From ""Amar Prem Ki Prem Kahani"") artist Arijit Singh, Prasad S, Kunaal Vermaa genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
26,Born to Shine,Diljit Dosanjh,bollywood,G.O.A.T.,2020.0,71.0,https://i.scdn.co/image/ab67616d0000b273e62ca3548e739bd85eebbbc9,https://open.spotify.com/track/4XxfOvudrnBRdlgzEaq1sd,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,born to shine,diljit dosanjh,song Born to Shine artist Diljit Dosanjh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history 
27,Soch Na Sake,"Amaal Mallik, Arijit Singh, Tulsi Kumar",bollywood,Airlift,2015.0,71.0,https://i.scdn.co/image/ab67616d0000b2736b047c1401c8c18a54e4377d,https://open.spotify.com/track/6mTvwBzWTGDOVeCNQEqtOE,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,soch na sake,amaal mallik arijit singh tulsi kumar,"song Soch Na Sake artist Amaal Mallik, Arijit Singh, Tulsi Kumar genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
28,Subhanallah,"Pritam, Sreeram, Shilpa Rao",bollywood,Yeh Jawaani Hai Deewani,2013.0,70.0,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,https://open.spotify.com/track/0GQngE2rOYvlKwEQjTAsP8,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,subhanallah,pritam sreeram shilpa rao,"song Subhanallah artist Pritam, Sreeram, Shilpa Rao genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
29,"Naina (From ""Crew"")","Diljit Dosanjh, Badshah, Raj Ranjodh",bollywood,"Naina (From ""Crew"")",2024.0,71.0,https://i.scdn.co/image/ab67616d0000b2737eb29e15e05e9b058c5cc81e,https://open.spotify.com/track/1eZefeDb8uOsjvcbl1fJrG,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,naina from crew,diljit dosanjh badshah raj ranjodh,"song Naina (From ""Crew"") artist Diljit Dosanjh, Badshah, Raj Ranjodh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
30,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")","Vishal Mishra, Rashmeet Kaur",bollywood,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",2023.0,70.0,https://i.scdn.co/image/ab67616d0000b2736624811ee1d8d7ccf5fadb80,https://open.spotify.com/track/0645eBDehHcqfiF15hscQV,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,janiye from the netflix film chor nikal ke bhaga,vishal mishra rashmeet kaur,"song Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"") artist Vishal Mishra, Rashmeet Kaur genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
31,Soulmate,"Badshah, Arijit Singh",bollywood,Ek Tha Raja,2024.0,70.0,https://i.scdn.co/image/ab67616d0000b2739bb2d30b01ac2cada8a8ad03,https://open.spotify.com/track/1tf2iody5iRLYYPDSBpzRc,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,soulmate,badshah arijit singh,"song Soulmate artist Badshah, Arijit Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
32,Khuda Jaane,"Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan",bollywood,Bachna Ae Haseeno,2008.0,70.0,https://i.scdn.co/image/ab67616d0000b273a08c7022ea424b2f048b46e9,https://open.spotify.com/track/0gPgdRfB4jdGrlyXS0Vx78,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,khuda jaane,vishalshekhar kk shilpa rao anvita dutt guptan,"song Khuda Jaane artist Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
33,Haan Ke Haan,"Sohail Sen, Monali Thakur, Kausar Munir",bollywood,Maharaj,2024.0,69.0,https://i.scdn.co/image/ab67616d0000b27328d1993af511ae93aa60b22a,https://open.spotify.com/track/1WxzZoWBTmB68AtyA6ejBB,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,haan ke haan,sohail sen monali thakur kausar munir,"song Haan Ke Haan artist Sohail Sen, Monali Thakur, Kausar Munir genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
34,Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",bollywood,Bhediya (Original Motion Picture Soundtrack),2022.0,70.0,https://i.scdn.co/image/ab67616d0000b273b85b4e8fb6ba961aedfde386,https://open.spotify.com/track/1hA697u7e1jX2XM8sWA6Uy,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,apna bana le,sachinjigar arijit singh amitabh bhattacharya,"song Apna Bana Le artist Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
35,"Soni Soni (From ""Ishq Vishk Rebound"")","Darshan Raval, Jonita Gandhi, Rochak Kohli, Gurpreet Saini",bollywood,"Soni Soni (From ""Ishq Vishk Rebound"")",2024.0,70.0,https://i.scdn.co/image/ab67616d0000b273b397e32af8189792fb1513b4,https://open.spotify.com/track/36N5awamOX6XX5pQn3aFXZ,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,soni soni from ishq vishk rebound,darshan raval jonita gandhi rochak kohli gurpreet saini,"song Soni Soni (From ""Ishq Vishk Rebound"") artist Darshan Raval, Jonita Gandhi, Rochak Kohli, Gurpreet Saini genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
36,Maiyya Mainu,Sachet Tandon,bollywood,Jersey (Original Motion Picture Soundtrack),2022.0,69.0,https://i.scdn.co/image/ab67616d0000b273cce734a98bcb8670fd0db8de,https://open.spotify.com/track/3ygfdwvBJ2Y5XhJiiHFFZE,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,maiyya mainu,sachet tandon,song Maiyya Mainu artist Sachet Tandon genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history 
37,Tera Fitoor,Arijit Singh,bollywood,Genius (Original Motion Picture Soundtrack),2018.0,69.0,https://i.scdn.co/image/ab67616d0000b273b10cd00a5865ea695f322dd7,https://open.spotify.com/track/1YMLgvsQdE27r30q0fsLeV,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,tera fitoor,arijit singh,song Tera Fitoor artist Arijit Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history 
38,Desi Kalakaar,Yo Yo Honey Singh,bollywood,Desi Kalakaar,2014.0,69.0,https://i.scdn.co/image/ab67616d0000b27365ce8c712e4fb894bc88461b,https://open.spotify.com/track/7m4CgL81VVIHaaiSxyH922,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,desi kalakaar,yo yo honey singh,song Desi Kalakaar artist Yo Yo Honey Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history 
39,Zaroor,"Aparshakti Khurana, Savi Kahlon",bollywood,Zaroor,2024.0,69.0,https://i.scdn.co/image/ab67616d0000b27322054feaa2315be6991352e9,https://open.spotify.com/track/5thVzD79BxlDTYy0LfHzvu,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,zaroor,aparshakti khurana savi kahlon,"song Zaroor artist Aparshakti Khurana, Savi Kahlon genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
40,O Meri Laila,"Atif Aslam, Jyotica Tangri",bollywood,Laila Majnu (Original Motion Picture Soundtrack),2018.0,69.0,https://i.scdn.co/image/ab67616d0000b273fc8c4535825cdc0bcafde19a,https://open.spotify.com/track/5sUSbJo0brScvv48ZZ1HrQ,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,o meri laila,atif aslam jyotica tangri,"song O Meri Laila artist Atif Aslam, Jyotica Tangri genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
41,Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",bollywood,Bhediya (Original Motion Picture Soundtrack),2022.0,69.0,https://i.scdn.co/image/ab67616d0000b273c7b32b2ebd1ed948c9e7e5c5,https://open.spotify.com/track/5bQ6oDLqvw8tywmnSmwEyL,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,apna bana le,sachinjigar arijit singh amitabh bhattacharya,"song Apna Bana Le artist Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
42,Pehli Dafa,"Atif Aslam, Shiraz Uppal",bollywood,Pehli Dafa,2017.0,69.0,https://i.scdn.co/image/ab67616d0000b273afd2bc3f876235be94c0d36d,https://open.spotify.com/track/4Tkb7zsDmsawB7S5TpKQV1,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,pehli dafa,atif aslam shiraz uppal,"song Pehli Dafa artist Atif Aslam, Shiraz Uppal genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
43,Jeene Laga Hoon,"Atif Aslam, Shreya Ghoshal, Sachin-Jigar",bollywood,Ramaiya Vastavaiya (Original Motion Picture Soundtrack),2013.0,70.0,https://i.scdn.co/image/ab67616d0000b273cab73e6ac9bf4bf3c6931570,https://open.spotify.com/track/3t3wsY5IdLVzB9WidegJSU,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,jeene laga hoon,atif aslam shreya ghoshal sachinjigar,"song Jeene Laga Hoon artist Atif Aslam, Shreya Ghoshal, Sachin-Jigar genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
44,"Tumhare Hi Rahenge Hum (From ""Stree 2"")","Sachin-Jigar, Varun Jain, Shilpa Rao, Amitabh Bhattacharya",bollywood,"Tumhare Hi Rahenge Hum (From ""Stree 2"")",2024.0,68.0,https://i.scdn.co/image/ab67616d0000b273f507e5b4c73b7b8fba510c28,https://open.spotify.com/track/5Ggb9pKiKcr5vNV9v1e1vs,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,tumhare hi rahenge hum from stree 2,sachinjigar varun jain shilpa rao amitabh bhattacharya,"song Tumhare Hi Rahenge Hum (From ""Stree 2"") artist Sachin-Jigar, Varun Jain, Shilpa Rao, Amitabh Bhattacharya genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
45,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon, Parampara Tandon, Sachet-Parampara",bollywood,"Mere Sohneya (From ""Kabir Singh"")",2019.0,69.0,https://i.scdn.co/image/ab67616d0000b2738ae7ce46d1896e3e0fb86e70,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,mere sohneya from kabir singh,sachet tandon parampara tandon sachetparampara,"song Mere Sohneya (From ""Kabir Singh"") artist Sachet Tandon, Parampara Tandon, Sachet-Parampara genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
46,Ilahi,"Pritam, Arijit Singh",bollywood,Yeh Jawaani Hai Deewani,2013.0,69.0,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,https://open.spotify.com/track/5cgKosPPj5Cs9a2JQufUc1,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,ilahi,pritam arijit singh,"song Ilahi artist Pritam, Arijit Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
47,Bulleya,"Vishal-Shekhar, Papon, Irshad Kamil",bollywood,Sultan,2016.0,69.0,https://i.scdn.co/image/ab67616d0000b273b2abfd2439b6c23c3664df87,https://open.spotify.com/track/3tgdOveYac7YMEAQD9sGLf,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,bulleya,vishalshekhar papon irshad kamil,"song Bulleya artist Vishal-Shekhar, Papon, Irshad Kamil genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
48,Kabira,"Pritam, Tochi Raina, Rekha Bhardwaj",bollywood,Yeh Jawaani Hai Deewani,2013.0,69.0,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,https://open.spotify.com/track/4bD9z9qa4qg9BhryvYWB7c,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,kabira,pritam tochi raina rekha bhardwaj,"song Kabira artist Pritam, Tochi Raina, Rekha Bhardwaj genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
